datetime,total inflows,pool elevation,total release
11/2/1993,5861.21,3662.12988,12300
11/3/1993,4839.44,3662.01001,12700
11/4/1993,14325.86,3662.03003,12100
11/5/1993,8453.85,3661.96997,12000
11/6/1993,7066.14,3661.91992,9890
11/7/1993,11376.36,3661.94995,8430
11/8/1993,8455.07,3661.88989,12000
11/9/1993,9694.78,3661.84009,12500
11/10/1993,11660.98,3661.83008,11600
11/11/1993,9399.10,3661.79004,11500
11/12/1993,11981.69,3661.79004,11200
11/13/1993,13354.48,3661.83008,9690
11/14/1993,11143.84,3661.8501,8920
11/15/1993,6236.30,3661.78003,10500
11/16/1993,12302.60,3661.79004,10800
11/17/1993,9319.86,3661.76001,10700
11/18/1993,11081.53,3661.76001,10300
11/19/1993,8599.28,3661.71997,10700
11/20/1993,11312.17,3661.73999,9090
11/21/1993,8151.00,3661.72998,8090
11/22/1993,8000.21,3661.68994,10100
11/23/1993,11801.05,3661.69995,10300
11/24/1993,9540.91,3661.67993,10200
11/25/1993,7160.38,3661.6499,8540
11/26/1993,7178.31,3661.61011,9260
11/27/1993,11643.51,3661.63989,8720
11/28/1993,7830.48,3661.62988,7770
11/29/1993,7558.75,3661.59009,9640
11/30/1993,6561.90,3661.53003,10100
12/1/1993,7787.60,3661.46997,11500
12/2/1993,10308.31,3661.41992,13300
12/3/1993,7550.42,3661.33008,13400
12/4/1993,8591.69,3661.27002,12300
12/5/1993,11484.81,3661.26001,11600
12/6/1993,7838.34,3661.16992,13700
12/7/1993,9512.28,3661.11011,13200
12/8/1993,9378.56,3661.04004,13800
12/9/1993,9697.60,3660.97998,13400
12/10/1993,7864.15,3660.8999,13000
12/11/1993,7200.58,3660.83008,11600
12/12/1993,10785.21,3660.82007,10900
12/13/1993,7452.35,3660.72998,13300
12/14/1993,11020.03,3660.67993,14000
12/15/1993,6027.03,3660.56006,14000
12/16/1993,9576.07,3660.47998,14700
12/17/1993,11323.92,3660.42993,14300
12/18/1993,7582.36,3660.34009,13400
12/19/1993,12584.87,3660.33008,12700
12/20/1993,5610.64,3660.19995,14300
12/21/1993,9300.48,3660.12988,13700
12/22/1993,5850.94,3660.01001,13800
12/23/1993,7465.20,3659.90991,14000
12/24/1993,6698.87,3659.82007,12500
12/25/1993,6808.33,3659.75,11200
12/26/1993,6398.02,3659.66992,11500
12/27/1993,5469.47,3659.55005,13400
12/28/1993,10949.56,3659.51001,13200
12/29/1993,5992.02,3659.41992,11800
12/30/1993,9557.01,3659.37012,12500
12/31/1993,7529.34,3659.31006,11200
1/1/1994,9547.62,3659.27002,12200
1/2/1994,7237.54,3659.21997,10600
1/3/1994,9727.98,3659.15991,13800
1/4/1994,8225.80,3659.08008,13700
1/5/1994,10740.57,3659.03003,14100
1/6/1994,10231.56,3658.96997,14300
1/7/1994,8011.48,3658.87012,14900
1/8/1994,10763.12,3658.84009,12700
1/9/1994,7544.10,3658.79004,10900
1/10/1994,7600.91,3658.68994,14500
1/11/1994,9946.70,3658.62012,14700
1/12/1994,6189.88,3658.5,14500
1/13/1994,11550.22,3658.44995,14900
1/14/1994,6313.64,3658.33008,14600
1/15/1994,7738.10,3658.26001,12500
1/16/1994,9783.01,3658.25,10300
1/17/1994,5912.00,3658.13989,13500
1/18/1994,9766.43,3658.08008,13800
1/19/1994,9443.79,3658.01001,14200
1/20/1994,7932.88,3657.91992,14100
1/21/1994,7864.83,3657.8501,12600
1/22/1994,7360.87,3657.80005,10700
1/23/1994,8388.41,3657.78003,9610
1/24/1994,6645.37,3657.69995,12100
1/25/1994,4644.31,3657.58008,12900
1/26/1994,7851.11,3657.5,13300
1/27/1994,10265.89,3657.44995,13600
1/28/1994,7267.60,3657.36011,13400
1/29/1994,7264.40,3657.30005,11300
1/30/1994,9481.07,3657.28003,10700
1/31/1994,5641.39,3657.1499,14600
2/1/1994,8221.43,3657.08008,12900
2/2/1994,5194.23,3656.96997,12700
2/3/1994,7103.80,3656.87988,13200
2/4/1994,9129.99,3656.82007,13100
2/5/1994,7814.65,3656.76001,11800
2/6/1994,4209.48,3656.66992,10300
2/7/1994,6428.17,3656.57007,13200
2/8/1994,7114.41,3656.46997,13900
2/9/1994,4232.35,3656.33008,13800
2/10/1994,6722.22,3656.22998,13500
2/11/1994,10926.25,3656.18994,13500
2/12/1994,5644.04,3656.1001,11700
2/13/1994,8666.54,3656.08008,9840
2/14/1994,7429.96,3656,12800
2/15/1994,7332.87,3655.90991,13400
2/16/1994,9648.70,3655.8501,13600
2/17/1994,5440.33,3655.73999,12900
2/18/1994,7140.10,3655.6499,13200
2/19/1994,8054.31,3655.59009,12000
2/20/1994,7891.53,3655.56006,9760
2/21/1994,9336.99,3655.51001,12600
2/22/1994,8641.88,3655.43994,13300
2/23/1994,4875.42,3655.32007,13000
2/24/1994,7749.53,3655.23999,13100
2/25/1994,8945.54,3655.17993,12900
2/26/1994,8838.85,3655.13989,11400
2/27/1994,9208.63,3655.12988,9680
2/28/1994,6675.69,3655.04004,12700
3/1/1994,8656.66,3655.01001,10400
3/2/1994,9748.92,3655,10100
3/3/1994,9948.90,3654.98999,10300
3/4/1994,11040.66,3655,10000
3/5/1994,12263.02,3655.03003,9830
3/6/1994,13938.29,3655.1001,8720
3/7/1994,7349.81,3655.06006,9790
3/8/1994,13816.03,3655.11011,9990
3/9/1994,10325.04,3655.11011,9980
3/10/1994,10345.04,3655.11011,10000
3/11/1994,5771.61,3655.04004,10300
3/12/1994,12999.55,3655.08008,9870
3/13/1994,9944.97,3655.08008,9600
3/14/1994,9252.64,3655.06006,10300
3/15/1994,9252.60,3655.04004,10300
3/16/1994,7264.87,3654.98999,10400
3/17/1994,9352.98,3654.96997,10400
3/18/1994,6570.46,3654.90991,10400
3/19/1994,11239.94,3654.91992,10200
3/20/1994,8909.27,3654.90991,9260
3/21/1994,7383.64,3654.86011,10500
3/22/1994,7867.74,3654.81006,11000
3/23/1994,8462.97,3654.77002,10900
3/24/1994,9159.32,3654.73999,10900
3/25/1994,8063.91,3654.69995,10500
3/26/1994,9299.32,3654.68994,9650
3/27/1994,7644.49,3654.66992,8690
3/28/1994,6492.65,3654.61011,10300
3/29/1994,12610.91,3654.63989,10200
3/30/1994,5723.68,3654.58008,9530
3/31/1994,6067.21,3654.52002,9890
4/1/1994,4637.83,3654.43994,9630
4/2/1994,13999.47,3654.51001,8580
4/3/1994,4436.34,3654.44995,8040
4/4/1994,5806.67,3654.38989,9410
4/5/1994,10266.74,3654.37988,10400
4/6/1994,8202.39,3654.34009,10400
4/7/1994,8385.91,3654.30005,10600
4/8/1994,5713.03,3654.21997,10700
4/9/1994,8580.30,3654.18994,10100
4/10/1994,6977.55,3654.1499,9190
4/11/1994,9973.78,3654.12988,10800
4/12/1994,8112.12,3654.08008,11000
4/13/1994,6610.87,3654.01001,10900
4/14/1994,11459.10,3654.01001,10900
4/15/1994,6720.16,3653.92993,11700
4/16/1994,8290.43,3653.88989,10500
4/17/1994,7387.17,3653.8501,9580
4/18/1994,8999.14,3653.80005,11900
4/19/1994,7425.39,3653.71997,12400
4/20/1994,8709.84,3653.65991,12300
4/21/1994,8027.59,3653.6001,11600
4/22/1994,9684.61,3653.57007,11200
4/23/1994,8134.50,3653.54004,9650
4/24/1994,12011.44,3653.58008,8690
4/25/1994,8793.53,3653.54004,11000
4/26/1994,17385.46,3653.62012,11300
4/27/1994,17371.59,3653.69995,11300
4/28/1994,18773.49,3653.80005,11300
4/29/1994,17077.14,3653.87988,11000
4/30/1994,19108.05,3654.01001,9550
5/1/1994,16011.19,3654.12012,7750
5/2/1994,19466.05,3654.25,9830
5/3/1994,16290.24,3654.33008,10100
5/4/1994,14694.67,3654.37988,10600
5/5/1994,14118.57,3654.41992,10700
5/6/1994,14713.56,3654.46997,10600
5/7/1994,14233.41,3654.54004,8730
5/8/1994,15866.66,3654.6499,7600
5/9/1994,20234.46,3654.79004,9860
5/10/1994,17586.23,3654.87988,10700
5/11/1994,23871.05,3655.06006,10700
5/12/1994,19188.98,3655.16992,10900
5/13/1994,24987.78,3655.36011,11100
5/14/1994,27176.03,3655.59009,10500
5/15/1994,26297.69,3655.80005,11000
5/16/1994,31711.61,3656.09009,10800
5/17/1994,27737.34,3656.32007,11000
5/18/1994,32967.95,3656.62012,11300
5/19/1994,35091.79,3656.94995,11300
5/20/1994,33240.54,3657.26001,10800
5/21/1994,36418.98,3657.6499,8320
5/22/1994,35921.39,3658.04004,7750
5/23/1994,34778.49,3658.37012,10800
5/24/1994,34192.12,3658.68994,10900
5/25/1994,38417.30,3659.08008,10100
5/26/1994,34636.90,3659.41992,9840
5/27/1994,34506.58,3659.76001,9650
5/28/1994,34012.24,3660.11011,8400
5/29/1994,28788.49,3660.38989,8150
5/30/1994,30270.43,3660.68994,8150
5/31/1994,35328.60,3661.03003,10300
6/1/1994,30637.06,3661.30005,10200
6/2/1994,33848.09,3661.61011,10500
6/3/1994,34914.16,3661.93994,10100
6/4/1994,35206.03,3662.30005,8160
6/5/1994,36270.98,3662.67993,7740
6/6/1994,34541.67,3663.01001,9560
6/7/1994,34240.70,3663.33008,9940
6/8/1994,35354.57,3663.65991,10300
6/9/1994,31241.42,3663.92993,10500
6/10/1994,28252.38,3664.15991,10400
6/11/1994,27734.78,3664.38989,9860
6/12/1994,25671.39,3664.6001,9220
6/13/1994,24289.19,3664.76001,11500
6/14/1994,22101.26,3664.88989,11500
6/15/1994,21293.22,3665.01001,11400
6/16/1994,18997.38,3665.1001,11300
6/17/1994,20352.55,3665.20996,11200
6/18/1994,20265.45,3665.34009,9620
6/19/1994,16493.84,3665.42993,8800
6/20/1994,15737.82,3665.46997,11700
6/21/1994,14767.82,3665.48999,12200
6/22/1994,16275.05,3665.54004,11500
6/23/1994,10925.57,3665.52002,11300
6/24/1994,18583.45,3665.6001,11600
6/25/1994,14960.08,3665.6499,10200
6/26/1994,15305.75,3665.70996,9790
6/27/1994,14108.03,3665.73999,10800
6/28/1994,13334.68,3665.75,11500
6/29/1994,12025.50,3665.72998,12400
6/30/1994,10043.61,3665.65991,14100
7/1/1994,12006.06,3665.61011,14400
7/2/1994,10352.50,3665.55005,13500
7/3/1994,6482.22,3665.46997,11100
7/4/1994,7455.12,3665.40991,10600
7/5/1994,7064.34,3665.29004,14600
7/6/1994,13026.63,3665.25,14700
7/7/1994,4868.38,3665.1001,14600
7/8/1994,7491.96,3664.98999,14300
7/9/1994,5480.91,3664.87012,13000
7/10/1994,6498.74,3664.79004,11100
7/11/1994,6438.59,3664.65991,14700
7/12/1994,6330.64,3664.52002,15300
7/13/1994,6450.45,3664.38989,14700
7/14/1994,5943.04,3664.25,14900
7/15/1994,4160.32,3664.08008,15300
7/16/1994,5169.57,3663.94995,13400
7/17/1994,8649.47,3663.87988,12500
7/18/1994,4210.84,3663.71997,14600
7/19/1994,5874.90,3663.58008,14800
7/20/1994,3182.38,3663.40991,14300
7/21/1994,4636.78,3663.25,15000
7/22/1994,6677.99,3663.125,14500
7/23/1994,5082.91,3663,12900
7/24/1994,3188.38,3662.875,11000
7/25/1994,6493.85,3662.75,14300
7/26/1994,3325.63,3662.57007,15100
7/27/1994,4142.37,3662.3999,15200
7/28/1994,4770.87,3662.22998,15800
7/29/1994,2215.13,3662.03003,15400
7/30/1994,6080.90,3661.90991,13500
7/31/1994,2340.83,3661.76001,11900
8/1/1994,7586.76,3661.63989,15000
8/2/1994,1334.29,3661.42993,15200
8/3/1994,4123.61,3661.26001,15100
8/4/1994,2798.69,3661.07007,15200
8/5/1994,3511.01,3660.88989,15200
8/6/1994,2558.26,3660.72,13500
8/7/1994,2891.21,3660.57,12400
8/8/1994,3870.26,3660.4,14800
8/9/1994,2539.04,3660.2,15600
8/10/1994,3880.44,3660.02002,15500
8/11/1994,1869.25,3659.82007,14900
8/12/1994,5113.09,3659.65991,15300
8/13/1994,5786.08,3659.54004,13100
8/14/1994,4683.87,3659.42993,11300
8/15/1994,7993.65,3659.31006,15300
8/16/1994,3324.24,3659.12012,15600
8/17/1994,788.73,3658.8999,15200
8/18/1994,9930.66,3658.80005,15800
8/19/1994,3262.73,3658.62012,14800
8/20/1994,5504.60,3658.5,12800
8/21/1994,4318.12,3658.37012,12300
8/22/1994,3784.14,3658.20996,13900
8/23/1994,4315.39,3658.06006,13700
8/24/1994,4805.04,3657.90991,14200
8/25/1994,4829.53,3657.76001,14200
8/26/1994,2820.45,3657.58008,14300
8/27/1994,9369.02,3657.52002,12400
8/28/1994,1446.82,3657.37012,10800
8/29/1994,6244.14,3657.23999,14200
8/30/1994,3647.98,3657.07,14400
8/31/1994,3649.46,3656.8999,14400
9/1/1994,4624.99,3656.78003,11900
9/2/1994,6717.43,3656.68994,11900
9/3/1994,4135.57,3656.59009,10000
9/4/1994,4332.10,3656.5,9510
9/5/1994,5756.43,3656.42993,9530
9/6/1994,2940.75,3656.29004,11600
9/7/1994,10531.60,3656.26001,11500
9/8/1994,4330.36,3656.13989,11600
9/9/1994,5950.82,3656.04004,11800
9/10/1994,7633.09,3655.98999,10000
9/11/1994,5825.17,3655.92993,8890
9/12/1994,5655.65,3655.84009,10800
9/13/1994,352.65,3655.66992,11100
9/14/1994,8156.37,3655.61011,11200
9/15/1994,1659.82,3655.45996,11000
9/16/1994,7344.82,3655.38989,11100
9/17/1994,6450.42,3655.33008,9490
9/18/1994,9129.36,3655.32007,8700
9/19/1994,5859.05,3655.23006,11000
9/20/1994,6161.69,3655.14006,11300
9/21/1994,6163.79,3655.05005,11300
9/22/1994,8543.66,3655,10900
9/23/1994,5165.79,3654.8999,11000
9/24/1994,5681.43,3654.83008,9410
9/25/1994,6831.89,3654.79004,8490
9/26/1994,7256.51,3654.71997,11000
9/27/1994,5190.53,3654.62012,11000
9/28/1994,5276.23,3654.52002,11100
9/29/1994,12715.63,3654.53003,10900
9/30/1994,4284.57,3654.41992,10800
10/1/1994,4756.98,3654.36011,8150
10/2/1994,6138.39,3654.32007,8160
10/3/1994,9212.61,3654.32007,8460
10/4/1994,5955.00,3654.27002,8670
10/5/1994,7695.45,3654.25,8330
10/6/1994,4049.38,3654.17993,8150
10/7/1994,5897.07,3654.12988,8610
10/8/1994,8691.73,3654.12988,7940
10/9/1994,7392.76,3654.11011,8010
10/10/1994,8123.14,3654.08008,9450
10/11/1994,6095.59,3654.02002,9500
10/12/1994,9481.22,3654.02002,8730
10/13/1994,9661.22,3654.02002,8910
10/14/1994,3581.64,3653.93994,8370
10/15/1994,5272.42,3653.8999,7290
10/16/1994,9354.87,3653.91992,7220
10/17/1994,6542.32,3653.87988,8560
10/18/1994,9790.56,3653.87988,9040
10/19/1994,8373.23,3653.86011,8990
10/20/1994,7866.80,3653.84009,8500
10/21/1994,7828.27,3653.83008,7770
10/22/1994,9152.44,3653.84009,7710
10/23/1994,7678.27,3653.83008,7620
10/24/1994,9190.33,3653.83008,8440
10/25/1994,6716.66,3653.81006,7350
10/26/1994,6898.13,3653.80005,6840
10/27/1994,7548.63,3653.79004,7490
10/28/1994,8460.14,3653.79004,7710
10/29/1994,8160.14,3653.79004,7410
10/30/1994,6063.35,3653.75,8080
10/31/1994,7226.83,3653.72998,7860
11/1/1994,4775.66,3653.66992,8180
11/2/1994,7972.10,3653.65991,7920
11/3/1994,4082.30,3653.59009,8160
11/4/1994,4686.73,3653.52002,8780
11/5/1994,5730.01,3653.47998,7750
11/6/1994,6330.84,3653.44995,7660
11/7/1994,4056.32,3653.37012,8820
11/8/1994,5901.58,3653.32007,8610
11/9/1994,7681.68,3653.30005,8320
11/10/1994,5782.35,3653.25,8490
11/11/1994,8411.91,3653.22998,9050
11/12/1994,6152.43,3653.19995,7480
11/13/1994,4483.53,3653.1499,7190
11/14/1994,7580.04,3653.12012,8890
11/15/1994,6893.64,3653.08008,8910
11/16/1994,4278.11,3653,9050
11/17/1994,3262.79,3652.8999,9410
11/18/1994,9420.17,3652.8999,8680
11/19/1994,6821.08,3652.87012,8130
11/20/1994,5926.32,3652.83008,7940
11/21/1994,8691.56,3652.82007,8640
11/22/1994,6746.64,3652.78003,8760
11/23/1994,4792.66,3652.70996,8870
11/24/1994,7113.81,3652.68994,7750
11/25/1994,7963.18,3652.66992,8600
11/26/1994,6358.14,3652.62988,8370
11/27/1994,5212.18,3652.58,7900
11/28/1994,6327.06,3652.53003,9020
11/29/1994,5505.27,3652.46997,8890
11/30/1994,5188.88,3652.3999,9260
12/1/1994,4708.31,3652.31006,10300
12/2/1994,4421.63,3652.19995,11400
12/3/1994,6368.93,3652.12988,10600
12/4/1994,3775.53,3652.04004,9360
12/5/1994,8457.19,3651.97998,12000
12/6/1994,8758.62,3651.91992,12300
12/7/1994,6621.87,3651.83008,12200
12/8/1994,5537.91,3651.71997,12500
12/9/1994,10032.09,3651.67993,12200
12/10/1994,9016.43,3651.6499,10500
12/11/1994,5656.95,3651.58008,9860
12/12/1994,5046.84,3651.46997,12000
12/13/1994,6617.57,3651.37988,12200
12/14/1994,6836.31,3651.29004,12400
12/15/1994,3609.83,3651.1499,12600
12/16/1994,7325.42,3651.07007,12200
12/17/1994,5910.44,3650.98999,10800
12/18/1994,7189.34,3650.94995,9350
12/19/1994,3804.26,3650.83008,11400
12/20/1994,3511.20,3650.69995,11800
12/21/1994,8542.68,3650.65991,10700
12/22/1994,6037.32,3650.58008,10900
12/23/1994,4562.11,3650.47998,10800
12/24/1994,8444.63,3650.43994,10600
12/25/1994,7295.15,3650.40991,8770
12/26/1994,5412.66,3650.3501,8910
12/27/1994,6507.64,3650.28003,10700
12/28/1994,9526.22,3650.25,11000
12/29/1994,5530.44,3650.16992,10400
12/30/1994,2198.75,3650.02002,11800
12/31/1994,12520.44,3650.04004,10600
1/1/1995,999.99,3649.91992,8960
1/2/1995,5726.49,3649.87012,8920
1/3/1995,7534.81,3649.80005,12100
1/4/1995,6404.25,3649.69995,13000
1/5/1995,4139.60,3649.55005,14100
1/6/1995,5683.27,3649.41992,14300
1/7/1995,6433.74,3649.32007,13000
1/8/1995,6772.57,3649.23999,12000
1/9/1995,3463.01,3649.09009,13400
1/10/1995,6828.44,3648.98999,13400
1/11/1995,10204.83,3648.93994,13400
1/12/1995,2704.33,3648.78003,13300
1/13/1995,4891.30,3648.65991,12800
1/14/1995,8426.75,3648.61011,11600
1/15/1995,5864.33,3648.54004,10400
1/16/1995,8666.43,3648.46997,13200
1/17/1995,2457.44,3648.30005,13700
1/18/1995,8671.58,3648.22998,13200
1/19/1995,7301.21,3648.1499,12500
1/20/1995,3561.63,3648.02002,12100
1/21/1995,7678.32,3647.94995,12200
1/22/1995,5754.54,3647.86011,11600
1/23/1995,5969.98,3647.76001,12500
1/24/1995,7813.71,3647.67993,13000
1/25/1995,3912.56,3647.54004,13100
1/26/1995,2764.73,3647.37988,13300
1/27/1995,6971.28,3647.29004,12800
1/28/1995,6426.76,3647.20996,11600
1/29/1995,3756.52,3647.12012,9580
1/30/1995,6367.14,3647.06006,10200
1/31/1995,6933.02,3646.97998,12100
2/1/1995,5035.70,3646.87988,11500
2/2/1995,8327.06,3646.8501,10100
2/3/1995,5374.46,3646.77002,10500
2/4/1995,6727.60,3646.71997,9850
2/5/1995,5311.59,3646.65991,9100
2/6/1995,7595.41,3646.61011,10700
2/7/1995,8346.03,3646.57007,10800
2/8/1995,9780.02,3646.55005,10900
2/9/1995,2552.50,3646.41992,11000
2/10/1995,7633.48,3646.36011,11400
2/11/1995,6187.35,3646.28003,11300
2/12/1995,4989.96,3646.19995,10100
2/13/1995,9221.72,3646.13989,13000
2/14/1995,4157.59,3645.98999,13900
2/15/1995,9625.77,3645.92993,13400
2/16/1995,9479.34,3645.86011,13900
2/17/1995,5546.28,3645.73999,13300
2/18/1995,8630.84,3645.67993,12400
2/19/1995,5984.42,3645.61011,10400
2/20/1995,7207.49,3645.53003,12300
2/21/1995,5922.63,3645.41992,13000
2/22/1995,7366.32,3645.33008,13100
2/23/1995,6291.54,3645.22998,12700
2/24/1995,5694.66,3645.12988,12100
2/25/1995,5214.11,3645.03003,11600
2/26/1995,6483.47,3644.95996,10900
2/27/1995,6819.85,3644.86011,13200
2/28/1995,5687.29,3644.73999,13400
3/1/1995,10661.98,3644.72998,11000
3/2/1995,6402.22,3644.65991,10700
3/3/1995,6879.99,3644.6001,10500
3/4/1995,9372.21,3644.59009,9710
3/5/1995,13782.78,3644.65991,8860
3/6/1995,17471.28,3644.77002,9890
3/7/1995,14154.42,3644.84009,9210
3/8/1995,14259.33,3644.90991,9330
3/9/1995,10062.81,3644.91992,9080
3/10/1995,7620.83,3644.88989,9280
3/11/1995,6286.06,3644.8501,8590
3/12/1995,8632.18,3644.8501,8310
3/13/1995,10822.68,3644.86011,9840
3/14/1995,8981.75,3644.84009,9980
3/15/1995,9001.16,3644.82007,10000
3/16/1995,10522.11,3644.82007,10200
3/17/1995,12043.12,3644.84009,10400
3/18/1995,7911.16,3644.82007,8910
3/19/1995,12233.57,3644.86011,9270
3/20/1995,9961.70,3644.8501,10300
3/21/1995,14208.89,3644.8999,10600
3/22/1995,7635.58,3644.8501,10600
3/23/1995,15229.89,3644.91992,10300
3/24/1995,7630.33,3644.87988,9950
3/25/1995,17069.93,3644.98999,9480
3/26/1995,15923.49,3645.09009,8990
3/27/1995,11484.30,3645.1001,10500
3/28/1995,11483.78,3645.11011,10500
3/29/1995,13913.83,3645.15991,10300
3/30/1995,11946.05,3645.17993,10300
3/31/1995,12217.68,3645.20996,9910
4/1/1995,11975.07,3645.25,8800
4/2/1995,9799.32,3645.26001,8610
4/3/1995,10366.14,3645.25,10500
4/4/1995,11789.32,3645.26001,10600
4/5/1995,8980.25,3645.21997,11100
4/6/1995,11327.60,3645.21997,10800
4/7/1995,10766.00,3645.20996,10900
4/8/1995,15284.72,3645.30005,8800
4/9/1995,7703.60,3645.28003,8500
4/10/1995,14475.87,3645.32007,11300
4/11/1995,15985.06,3645.37988,11500
4/12/1995,13553.02,3645.3999,11700
4/13/1995,14215.24,3645.42993,11700
4/14/1995,12328.35,3645.42993,11800
4/15/1995,11853.74,3645.44995,10000
4/16/1995,9560.57,3645.45996,8370
4/17/1995,17893.24,3645.55005,11400
4/18/1995,17416.71,3645.62988,11600
4/19/1995,13655.54,3645.6499,11800
4/20/1995,14782.63,3645.68994,11600
4/21/1995,17437.36,3645.77002,11600
4/22/1995,20666.46,3645.92993,9530
4/23/1995,17688.01,3646.06006,8520
4/24/1995,15154.41,3646.11011,11300
4/25/1995,17169.63,3646.17993,12000
4/26/1995,13195.90,3646.18994,12000
4/27/1995,16122.47,3646.25,11600
4/28/1995,17355.15,3646.33008,11500
4/29/1995,13594.86,3646.37012,10400
4/30/1995,20035.86,3646.52002,9530
5/1/1995,15508.34,3646.58008,10900
5/2/1995,23497.45,3646.76001,10900
5/3/1995,19402.95,3646.87988,10800
5/4/1995,21329.11,3647.03003,10700
5/5/1995,28678.21,3647.29004,10700
5/6/1995,20026.25,3647.43994,9390
5/7/1995,24425.98,3647.66992,8420
5/8/1995,30481.41,3647.94995,11100
5/9/1995,30410.34,3648.22998,11000
5/10/1995,29192.09,3648.48999,11100
5/11/1995,27768.86,3648.72998,11000
5/12/1995,30114.58,3649,11300
5/13/1995,28267.60,3649.28003,8750
5/14/1995,29719.70,3649.58008,8820
5/15/1995,34428.51,3649.91992,10800
5/16/1995,32948.91,3650.22998,11300
5/17/1995,39372.66,3650.63989,10900
5/18/1995,46856.18,3651.1499,11500
5/19/1995,45380.83,3651.63989,11300
5/20/1995,43722.84,3652.13989,8870
5/21/1995,46621.86,3652.68994,8240
5/22/1995,47709.94,3653.21997,10600
5/23/1995,51290.59,3653.81006,9930
5/24/1995,50280.13,3654.37988,10200
5/25/1995,63283.00,3655.13989,9860
5/26/1995,52163.63,3655.73999,9700
5/27/1995,61298.87,3656.48999,8210
5/28/1995,55035.65,3657.1499,8080
5/29/1995,55893.46,3657.82007,8060
5/30/1995,50656.19,3658.38989,9760
5/31/1995,50380.53,3658.90991,12900
6/1/1995,51708.31,3659.37988,17300
6/2/1995,48853.74,3659.81006,17200
6/3/1995,48020.77,3660.25,15600
6/4/1995,57115.46,3660.82007,15300
6/5/1995,55774.04,3661.3501,16700
6/6/1995,66894.15,3662.03003,16900
6/7/1995,65635.82,3662.68994,16900
6/8/1995,66560.47,3663.36011,16900
6/9/1995,74939.77,3664.13989,17100
6/10/1995,72140.45,3664.8999,15500
6/11/1995,68315.93,3665.61011,15100
6/12/1995,61779.41,3666.20996,16500
6/13/1995,62046.68,3666.81006,16600
6/14/1995,64507.42,3667.43994,16700
6/15/1995,67974.33,3668.11011,17000
6/16/1995,74681.52,3668.87012,16800
6/17/1995,73167.65,3669.62012,15800
6/18/1995,88192.06,3670.57007,15500
6/19/1995,90421.42,3671.53003,16600
6/20/1995,91662.29,3672.5,16700
6/21/1995,88409.39,3673.41992,16900
6/22/1995,84619.63,3674.29004,16600
6/23/1995,83088.37,3675.12988,17100
6/24/1995,82418.66,3675.95996,16900
6/25/1995,78997.55,3676.73999,17100
6/26/1995,72093.72,3677.42993,17000
6/27/1995,77494.84,3678.18994,16700
6/28/1995,70446.76,3678.86011,16500
6/29/1995,69812.92,3679.53003,15700
6/30/1995,76356.92,3680.28003,15700
7/1/1995,69299.43,3680.93994,15400
7/2/1995,69504.46,3681.61011,14600
7/3/1995,80495.54,3682.38989,16600
7/4/1995,72530.89,3683.08008,15600
7/5/1995,74123.11,3683.78003,16200
7/6/1995,69957.45,3684.41992,16700
7/7/1995,68007.47,3685.03003,17000
7/8/1995,61013.73,3685.55005,17200
7/9/1995,64024.44,3686.12012,16000
7/10/1995,61657.91,3686.6499,16800
7/11/1995,58280.73,3687.12988,17400
7/12/1995,66509.62,3687.69995,18100
7/13/1995,63964.83,3688.23999,17900
7/14/1995,68570.96,3688.84009,17400
7/15/1995,61763.30,3689.36011,17100
7/16/1995,65198.00,3689.91992,17100
7/17/1995,64578.13,3690.45996,18000
7/18/1995,49284.16,3690.81006,18500
7/19/1995,55098.39,3691.22998,18400
7/20/1995,47860.64,3691.57007,17800
7/21/1995,46004.90,3691.88989,17600
7/22/1995,43537.58,3692.17993,17600
7/23/1995,46356.67,3692.51001,17000
7/24/1995,35651.94,3692.69995,18100
7/25/1995,39357.62,3692.92993,18400
7/26/1995,34213.23,3693.1001,18300
7/27/1995,34606.55,3693.27002,18700
7/28/1995,30573.02,3693.38989,18900
7/29/1995,33350.36,3693.54004,19100
7/30/1995,18810.05,3693.52002,19000
7/31/1995,26458.17,3693.59009,19000
8/1/1995,24332.24,3693.63989,18600
8/2/1995,23504.40,3693.67993,18600
8/3/1995,26456.53,3693.75,19000
8/4/1995,15701.03,3693.68994,19300
8/5/1995,17502.24,3693.6499,19400
8/6/1995,16673.63,3693.6001,19400
8/7/1995,15803.54,3693.54004,19400
8/8/1995,14754.60,3693.46997,19200
8/9/1995,15505.68,3693.40991,19100
8/10/1995,17953.68,3693.37988,19000
8/11/1995,8886.67,3693.25,18400
8/12/1995,9719.80,3693.12988,18400
8/13/1995,12488.52,3693.04004,18600
8/14/1995,17554.83,3693.01001,18600
8/15/1995,9082.92,3692.87988,18600
8/16/1995,15035.42,3692.82007,18600
8/17/1995,8991.08,3692.68994,18500
8/18/1995,13992.98,3692.62012,18400
8/19/1995,9545.39,3692.5,18200
8/20/1995,13030.94,3692.41992,18300
8/21/1995,11908.51,3692.33008,18000
8/22/1995,8213.51,3692.19995,17700
8/23/1995,9626.65,3692.09009,17400
8/24/1995,10110.99,3691.97998,17900
8/25/1995,13386.29,3691.90991,17800
8/26/1995,10523.15,3691.82007,16600
8/27/1995,14801.94,3691.80005,15000
8/28/1995,10063.43,3691.69995,17000
8/29/1995,10345.19,3691.59009,18100
8/30/1995,10670.33,3691.48999,17600
8/31/1995,13937.54,3691.42993,17500
